proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,trade_history_link,auto_trade_id
505,2470,usr068@gt.edu,usr335@gt.edu,2022-04-15,2022-05-04,accepted,placeholder.com,273
506,2784,usr068@gt.edu,usr374@gt.edu,2022-05-11,2022-06-01,rejected,placeholder.com,274
507,131,usr069@gt.edu,usr018@gt.edu,2022-04-20,2022-05-13,accepted,placeholder.com,275
508,4509,usr069@gt.edu,usr611@gt.edu,2022-04-18,2022-04-20,accepted,placeholder.com,276
509,6077,usr069@gt.edu,usr816@gt.edu,2022-06-02,,unacccepted,placeholder.com,277
510,4668,usr069@gt.edu,usr632@gt.edu,2022-05-02,,unacccepted,placeholder.com,278
511,400,usr069@gt.edu,usr055@gt.edu,2022-04-15,,unacccepted,placeholder.com,279
512,1368,usr069@gt.edu,usr185@gt.edu,2022-05-03,2022-06-02,rejected,placeholder.com,280
513,1207,usr069@gt.edu,usr162@gt.edu,2022-04-19,2022-04-21,accepted,placeholder.com,281
514,2097,usr069@gt.edu,usr281@gt.edu,2022-05-10,2022-06-07,accepted,placeholder.com,282
516,3009,usr070@gt.edu,usr402@gt.edu,2022-04-20,2022-05-06,accepted,placeholder.com,283
518,3636,usr070@gt.edu,usr494@gt.edu,2022-04-19,2022-04-20,rejected,placeholder.com,284
518,7388,usr070@gt.edu,usr995@gt.edu,2022-04-21,2022-04-25,rejected,placeholder.com,285
519,4471,usr071@gt.edu,usr606@gt.edu,2022-06-10,,unacccepted,placeholder.com,286
520,5971,usr071@gt.edu,usr803@gt.edu,2022-05-02,2022-06-10,accepted,placeholder.com,287
522,5690,usr071@gt.edu,usr765@gt.edu,2022-04-25,,unacccepted,placeholder.com,288
525,6419,usr072@gt.edu,usr865@gt.edu,2022-04-26,2022-05-04,accepted,placeholder.com,289
526,5753,usr072@gt.edu,usr773@gt.edu,2022-04-25,2022-05-02,accepted,placeholder.com,290
528,5464,usr073@gt.edu,usr737@gt.edu,2022-04-19,2022-06-14,rejected,placeholder.com,291
529,2590,usr073@gt.edu,usr351@gt.edu,2022-05-11,2022-05-27,rejected,placeholder.com,292
530,3387,usr073@gt.edu,usr457@gt.edu,2022-06-08,,unacccepted,placeholder.com,293
530,5448,usr073@gt.edu,usr735@gt.edu,2022-04-18,2022-05-27,rejected,placeholder.com,294
531,2,usr073@gt.edu,usr001@gt.edu,2022-04-15,2022-05-09,accepted,placeholder.com,295
532,4327,usr074@gt.edu,usr585@gt.edu,2022-04-15,2022-04-18,rejected,placeholder.com,296
534,3754,usr074@gt.edu,usr509@gt.edu,2022-04-18,2022-05-12,accepted,placeholder.com,297
535,5124,usr074@gt.edu,usr691@gt.edu,2022-04-25,,unacccepted,placeholder.com,298
537,2091,usr075@gt.edu,usr280@gt.edu,2022-05-31,2022-06-09,rejected,placeholder.com,299
540,4066,usr075@gt.edu,usr549@gt.edu,2022-04-15,2022-05-04,accepted,placeholder.com,300
542,3787,usr075@gt.edu,usr513@gt.edu,2022-04-20,,unacccepted,placeholder.com,301
545,2683,usr076@gt.edu,usr362@gt.edu,2022-05-19,2022-06-06,accepted,placeholder.com,302
547,5337,usr076@gt.edu,usr721@gt.edu,2022-04-15,2022-04-18,accepted,placeholder.com,303
549,3607,usr076@gt.edu,usr490@gt.edu,2022-06-07,,unacccepted,placeholder.com,304
551,1682,usr077@gt.edu,usr222@gt.edu,2022-04-19,2022-05-30,rejected,placeholder.com,305
552,2848,usr077@gt.edu,usr383@gt.edu,2022-04-26,2022-04-28,accepted,placeholder.com,306
553,3846,usr077@gt.edu,usr519@gt.edu,2022-04-20,2022-06-09,rejected,placeholder.com,307
554,2687,usr078@gt.edu,usr362@gt.edu,2022-04-20,2022-05-12,rejected,placeholder.com,308
556,6033,usr078@gt.edu,usr811@gt.edu,2022-05-02,2022-05-26,accepted,placeholder.com,309
561,5208,usr078@gt.edu,usr705@gt.edu,2022-04-25,2022-06-06,rejected,placeholder.com,310
562,7339,usr078@gt.edu,usr989@gt.edu,2022-04-22,2022-05-24,accepted,placeholder.com,311
563,4605,usr078@gt.edu,usr624@gt.edu,2022-06-13,,unacccepted,placeholder.com,312
564,5727,usr079@gt.edu,usr770@gt.edu,2022-04-27,2022-05-20,accepted,placeholder.com,313
565,6140,usr079@gt.edu,usr825@gt.edu,2022-06-10,2022-06-13,accepted,placeholder.com,314
568,4572,usr079@gt.edu,usr618@gt.edu,2022-04-15,2022-05-10,accepted,placeholder.com,315
571,1900,usr079@gt.edu,usr255@gt.edu,2022-05-18,2022-05-23,rejected,placeholder.com,316
572,2781,usr079@gt.edu,usr374@gt.edu,2022-06-13,,unacccepted,placeholder.com,317
579,4307,usr080@gt.edu,usr583@gt.edu,2022-04-18,2022-05-04,rejected,placeholder.com,318
581,4422,usr080@gt.edu,usr599@gt.edu,2022-05-02,2022-05-31,accepted,placeholder.com,319
582,4002,usr080@gt.edu,usr540@gt.edu,2022-04-25,,unacccepted,placeholder.com,320
587,2505,usr081@gt.edu,usr338@gt.edu,2022-05-04,2022-05-23,rejected,placeholder.com,321
595,959,usr082@gt.edu,usr129@gt.edu,2022-05-03,2022-05-04,rejected,placeholder.com,322
597,7266,usr082@gt.edu,usr980@gt.edu,2022-06-08,,unacccepted,placeholder.com,323
598,2205,usr082@gt.edu,usr297@gt.edu,2022-06-13,,unacccepted,placeholder.com,324
599,1977,usr082@gt.edu,usr265@gt.edu,2022-05-04,2022-05-17,accepted,placeholder.com,325
600,6877,usr082@gt.edu,usr928@gt.edu,2022-04-22,,unacccepted,placeholder.com,326
602,1108,usr083@gt.edu,usr148@gt.edu,2022-04-21,2022-04-27,accepted,placeholder.com,327
605,6137,usr083@gt.edu,usr825@gt.edu,2022-06-08,,unacccepted,placeholder.com,328
606,6142,usr083@gt.edu,usr826@gt.edu,2022-04-18,2022-06-06,accepted,placeholder.com,329
607,6399,usr083@gt.edu,usr862@gt.edu,2022-05-23,,unacccepted,placeholder.com,330
609,2969,usr083@gt.edu,usr396@gt.edu,2022-04-20,2022-04-25,rejected,placeholder.com,331
610,824,usr083@gt.edu,usr109@gt.edu,2022-05-12,2022-05-30,accepted,placeholder.com,332
611,1961,usr083@gt.edu,usr263@gt.edu,2022-04-15,2022-05-03,rejected,placeholder.com,333
613,2748,usr084@gt.edu,usr370@gt.edu,2022-04-22,2022-06-07,accepted,placeholder.com,334
614,6440,usr084@gt.edu,usr867@gt.edu,2022-04-25,2022-05-12,accepted,placeholder.com,335
618,1417,usr084@gt.edu,usr191@gt.edu,2022-05-11,2022-05-24,accepted,placeholder.com,336
618,5886,usr084@gt.edu,usr791@gt.edu,2022-04-20,2022-05-03,rejected,placeholder.com,337
621,5073,usr084@gt.edu,usr683@gt.edu,2022-04-19,2022-06-01,accepted,placeholder.com,338
629,5455,usr085@gt.edu,usr736@gt.edu,2022-06-08,,unacccepted,placeholder.com,339
629,5606,usr085@gt.edu,usr754@gt.edu,2022-05-04,2022-05-27,rejected,placeholder.com,340
630,2987,usr085@gt.edu,usr398@gt.edu,2022-04-15,2022-04-22,accepted,placeholder.com,341
633,604,usr086@gt.edu,usr083@gt.edu,2022-04-15,2022-05-27,accepted,placeholder.com,342
634,5623,usr086@gt.edu,usr756@gt.edu,2022-04-21,2022-05-10,accepted,placeholder.com,343
639,121,usr086@gt.edu,usr017@gt.edu,2022-04-18,2022-04-28,accepted,placeholder.com,344
641,2209,usr086@gt.edu,usr297@gt.edu,2022-04-19,2022-04-29,accepted,placeholder.com,345
643,4562,usr087@gt.edu,usr617@gt.edu,2022-04-25,2022-05-31,rejected,placeholder.com,346
644,1957,usr087@gt.edu,usr262@gt.edu,2022-04-27,2022-05-04,rejected,placeholder.com,347
648,416,usr087@gt.edu,usr057@gt.edu,2022-05-03,,unacccepted,placeholder.com,348
652,1930,usr088@gt.edu,usr258@gt.edu,2022-04-27,2022-05-23,accepted,placeholder.com,349
654,825,usr088@gt.edu,usr109@gt.edu,2022-04-21,,unacccepted,placeholder.com,350
655,4946,usr088@gt.edu,usr667@gt.edu,2022-04-15,2022-06-06,rejected,placeholder.com,351
659,3971,usr088@gt.edu,usr535@gt.edu,2022-04-29,2022-06-09,rejected,placeholder.com,352
662,4068,usr089@gt.edu,usr550@gt.edu,2022-04-25,2022-05-25,rejected,placeholder.com,353
663,998,usr089@gt.edu,usr135@gt.edu,2022-05-16,2022-06-09,accepted,placeholder.com,354
665,2741,usr089@gt.edu,usr369@gt.edu,2022-05-17,2022-06-14,rejected,placeholder.com,355
667,2020,usr089@gt.edu,usr271@gt.edu,2022-04-19,2022-04-20,accepted,placeholder.com,356
669,4441,usr089@gt.edu,usr601@gt.edu,2022-05-18,2022-06-09,accepted,placeholder.com,357
678,6015,usr090@gt.edu,usr807@gt.edu,2022-04-26,2022-05-19,accepted,placeholder.com,358
679,6370,usr090@gt.edu,usr857@gt.edu,2022-04-18,,unacccepted,placeholder.com,359
681,2986,usr091@gt.edu,usr398@gt.edu,2022-05-04,2022-05-11,rejected,placeholder.com,360
683,645,usr091@gt.edu,usr087@gt.edu,2022-04-15,2022-06-08,accepted,placeholder.com,361
685,1364,usr091@gt.edu,usr184@gt.edu,2022-04-22,2022-04-26,rejected,placeholder.com,362
685,4282,usr091@gt.edu,usr579@gt.edu,2022-04-28,2022-05-06,accepted,placeholder.com,363
686,6498,usr092@gt.edu,usr876@gt.edu,2022-05-12,2022-05-17,rejected,placeholder.com,364
687,536,usr092@gt.edu,usr074@gt.edu,2022-04-18,2022-05-23,accepted,placeholder.com,365
693,4434,usr092@gt.edu,usr601@gt.edu,2022-04-15,2022-04-25,accepted,placeholder.com,366
697,6652,usr093@gt.edu,usr898@gt.edu,2022-04-26,2022-05-19,accepted,placeholder.com,367
699,1776,usr093@gt.edu,usr237@gt.edu,2022-04-21,2022-04-22,accepted,placeholder.com,368
701,5898,usr093@gt.edu,usr792@gt.edu,2022-05-16,2022-05-26,accepted,placeholder.com,369
702,692,usr093@gt.edu,usr092@gt.edu,2022-06-06,,unacccepted,placeholder.com,370
706,1411,usr093@gt.edu,usr190@gt.edu,2022-04-15,2022-05-19,accepted,placeholder.com,371
717,5939,usr094@gt.edu,usr798@gt.edu,2022-04-19,2022-05-24,accepted,placeholder.com,372
718,650,usr094@gt.edu,usr088@gt.edu,2022-04-26,2022-05-09,accepted,placeholder.com,373
719,5072,usr094@gt.edu,usr683@gt.edu,2022-05-02,2022-05-13,accepted,placeholder.com,374
720,1525,usr095@gt.edu,usr204@gt.edu,2022-04-19,2022-04-22,rejected,placeholder.com,375
722,6543,usr095@gt.edu,usr882@gt.edu,2022-04-21,2022-05-20,accepted,placeholder.com,376
723,3734,usr095@gt.edu,usr506@gt.edu,2022-06-01,2022-06-03,accepted,placeholder.com,377
726,4338,usr095@gt.edu,usr587@gt.edu,2022-04-28,2022-05-02,accepted,placeholder.com,378
728,537,usr096@gt.edu,usr075@gt.edu,2022-04-25,2022-05-20,rejected,placeholder.com,379
729,7282,usr096@gt.edu,usr981@gt.edu,2022-06-06,,unacccepted,placeholder.com,380
732,4102,usr096@gt.edu,usr554@gt.edu,2022-04-20,,unacccepted,placeholder.com,381
733,4485,usr096@gt.edu,usr608@gt.edu,2022-05-19,2022-05-23,rejected,placeholder.com,382
734,1738,usr096@gt.edu,usr231@gt.edu,2022-04-29,2022-05-05,rejected,placeholder.com,383
734,4506,usr096@gt.edu,usr611@gt.edu,2022-05-10,2022-05-31,rejected,placeholder.com,384
735,7095,usr096@gt.edu,usr955@gt.edu,2022-04-21,2022-05-11,accepted,placeholder.com,385
737,5766,usr096@gt.edu,usr776@gt.edu,2022-05-09,2022-05-31,rejected,placeholder.com,386
739,2426,usr097@gt.edu,usr327@gt.edu,2022-04-20,2022-05-20,accepted,placeholder.com,387
744,367,usr097@gt.edu,usr052@gt.edu,2022-04-26,2022-05-17,accepted,placeholder.com,388
746,2452,usr097@gt.edu,usr332@gt.edu,2022-04-27,2022-05-18,accepted,placeholder.com,389
747,3703,usr097@gt.edu,usr503@gt.edu,2022-05-13,2022-06-01,accepted,placeholder.com,390
748,3286,usr098@gt.edu,usr443@gt.edu,2022-05-05,,unacccepted,placeholder.com,391
749,3114,usr098@gt.edu,usr414@gt.edu,2022-05-11,2022-05-12,accepted,placeholder.com,392
750,4812,usr098@gt.edu,usr650@gt.edu,2022-04-15,,unacccepted,placeholder.com,393
752,2652,usr098@gt.edu,usr359@gt.edu,2022-04-20,2022-04-27,rejected,placeholder.com,394
753,1851,usr098@gt.edu,usr247@gt.edu,2022-05-04,2022-06-10,accepted,placeholder.com,395
758,4477,usr099@gt.edu,usr607@gt.edu,2022-04-15,2022-05-02,rejected,placeholder.com,396
758,4997,usr099@gt.edu,usr674@gt.edu,2022-05-03,2022-05-04,rejected,placeholder.com,397
758,6328,usr099@gt.edu,usr852@gt.edu,2022-05-12,,unacccepted,placeholder.com,398
761,4366,usr100@gt.edu,usr591@gt.edu,2022-04-22,2022-05-04,rejected,placeholder.com,399
763,261,usr100@gt.edu,usr038@gt.edu,2022-04-20,2022-05-30,rejected,placeholder.com,400
764,6163,usr100@gt.edu,usr827@gt.edu,2022-04-15,2022-05-02,accepted,placeholder.com,401
766,1186,usr101@gt.edu,usr160@gt.edu,2022-04-26,2022-05-03,accepted,placeholder.com,402
769,2328,usr101@gt.edu,usr315@gt.edu,2022-04-21,2022-04-26,accepted,placeholder.com,403
770,1805,usr101@gt.edu,usr240@gt.edu,2022-04-20,2022-04-25,rejected,placeholder.com,404
770,3354,usr101@gt.edu,usr452@gt.edu,2022-05-06,2022-05-26,accepted,placeholder.com,405
773,5114,usr102@gt.edu,usr688@gt.edu,2022-04-19,2022-05-25,rejected,placeholder.com,406
774,7102,usr102@gt.edu,usr957@gt.edu,2022-05-19,2022-06-03,rejected,placeholder.com,407
778,4779,usr102@gt.edu,usr646@gt.edu,2022-04-21,,unacccepted,placeholder.com,408
779,2033,usr103@gt.edu,usr272@gt.edu,2022-04-19,,unacccepted,placeholder.com,409
780,4986,usr103@gt.edu,usr673@gt.edu,2022-05-26,2022-06-01,rejected,placeholder.com,410
780,6401,usr103@gt.edu,usr862@gt.edu,2022-04-29,2022-05-02,rejected,placeholder.com,411
781,7016,usr103@gt.edu,usr946@gt.edu,2022-04-25,2022-05-20,rejected,placeholder.com,412
783,4788,usr103@gt.edu,usr647@gt.edu,2022-05-10,2022-05-12,rejected,placeholder.com,413
784,1893,usr103@gt.edu,usr253@gt.edu,2022-04-21,2022-05-02,accepted,placeholder.com,414
785,5634,usr104@gt.edu,usr757@gt.edu,2022-04-15,2022-05-10,accepted,placeholder.com,415
786,1159,usr104@gt.edu,usr157@gt.edu,2022-05-16,,unacccepted,placeholder.com,416
786,3438,usr104@gt.edu,usr464@gt.edu,2022-05-03,2022-05-16,rejected,placeholder.com,417
787,6637,usr104@gt.edu,usr895@gt.edu,2022-05-05,2022-06-07,rejected,placeholder.com,418
788,4539,usr104@gt.edu,usr615@gt.edu,2022-06-03,2022-06-07,rejected,placeholder.com,419
791,6172,usr104@gt.edu,usr829@gt.edu,2022-04-25,2022-04-26,accepted,placeholder.com,420
796,1396,usr105@gt.edu,usr188@gt.edu,2022-04-20,2022-05-20,accepted,placeholder.com,421
797,1634,usr105@gt.edu,usr217@gt.edu,2022-04-15,2022-04-21,rejected,placeholder.com,422
797,2382,usr105@gt.edu,usr321@gt.edu,2022-04-22,2022-05-17,accepted,placeholder.com,423
798,4106,usr105@gt.edu,usr554@gt.edu,2022-04-28,2022-05-10,rejected,placeholder.com,424
800,7008,usr105@gt.edu,usr945@gt.edu,2022-04-18,2022-05-11,accepted,placeholder.com,425
801,1011,usr106@gt.edu,usr137@gt.edu,2022-05-17,2022-05-19,accepted,placeholder.com,426
802,4755,usr106@gt.edu,usr644@gt.edu,2022-04-18,2022-04-21,accepted,placeholder.com,427
803,7332,usr106@gt.edu,usr988@gt.edu,2022-04-15,2022-05-17,accepted,placeholder.com,428
804,6131,usr107@gt.edu,usr824@gt.edu,2022-04-27,2022-04-29,accepted,placeholder.com,429
805,3534,usr107@gt.edu,usr480@gt.edu,2022-05-20,2022-05-30,accepted,placeholder.com,430
806,1322,usr107@gt.edu,usr179@gt.edu,2022-04-21,2022-04-29,accepted,placeholder.com,431
807,578,usr107@gt.edu,usr080@gt.edu,2022-04-19,2022-06-01,accepted,placeholder.com,432
810,2142,usr108@gt.edu,usr286@gt.edu,2022-04-18,2022-06-02,accepted,placeholder.com,433
812,6346,usr108@gt.edu,usr854@gt.edu,2022-04-26,2022-05-09,accepted,placeholder.com,434
813,405,usr108@gt.edu,usr055@gt.edu,2022-05-02,,unacccepted,placeholder.com,435
814,6764,usr108@gt.edu,usr912@gt.edu,2022-05-10,,unacccepted,placeholder.com,436
815,2594,usr108@gt.edu,usr352@gt.edu,2022-05-31,2022-06-02,rejected,placeholder.com,437
815,2973,usr108@gt.edu,usr397@gt.edu,2022-06-07,2022-06-09,accepted,placeholder.com,438
821,5194,usr109@gt.edu,usr702@gt.edu,2022-04-22,2022-04-26,rejected,placeholder.com,439
822,942,usr109@gt.edu,usr126@gt.edu,2022-05-05,2022-06-10,rejected,placeholder.com,440
827,628,usr109@gt.edu,usr085@gt.edu,2022-04-18,2022-05-06,accepted,placeholder.com,441
828,2828,usr109@gt.edu,usr381@gt.edu,2022-04-25,2022-05-10,rejected,placeholder.com,442
830,6460,usr109@gt.edu,usr871@gt.edu,2022-04-26,2022-05-20,accepted,placeholder.com,443
831,5234,usr109@gt.edu,usr708@gt.edu,2022-04-15,2022-04-20,rejected,placeholder.com,444
832,670,usr110@gt.edu,usr090@gt.edu,2022-04-15,2022-05-17,accepted,placeholder.com,445
836,4838,usr111@gt.edu,usr653@gt.edu,2022-05-03,2022-05-17,rejected,placeholder.com,446
836,6230,usr111@gt.edu,usr836@gt.edu,2022-06-08,,unacccepted,placeholder.com,447
838,6837,usr111@gt.edu,usr924@gt.edu,2022-05-12,2022-06-02,accepted,placeholder.com,448
840,7345,usr111@gt.edu,usr990@gt.edu,2022-04-26,2022-05-09,rejected,placeholder.com,449
842,3166,usr111@gt.edu,usr422@gt.edu,2022-05-10,2022-05-31,accepted,placeholder.com,450
844,4644,usr112@gt.edu,usr628@gt.edu,2022-04-15,2022-04-20,accepted,placeholder.com,451
847,5979,usr112@gt.edu,usr803@gt.edu,2022-04-19,2022-05-19,rejected,placeholder.com,452
848,6753,usr112@gt.edu,usr910@gt.edu,2022-05-04,2022-05-06,accepted,placeholder.com,453
849,1197,usr113@gt.edu,usr161@gt.edu,2022-06-13,,unacccepted,placeholder.com,454
850,4872,usr113@gt.edu,usr658@gt.edu,2022-04-22,2022-05-05,rejected,placeholder.com,455
852,7017,usr113@gt.edu,usr946@gt.edu,2022-04-15,2022-04-21,accepted,placeholder.com,456
853,245,usr113@gt.edu,usr036@gt.edu,2022-04-20,2022-06-03,accepted,placeholder.com,457
858,434,usr114@gt.edu,usr059@gt.edu,2022-04-20,2022-05-10,accepted,placeholder.com,458
863,411,usr114@gt.edu,usr056@gt.edu,2022-04-19,2022-04-21,rejected,placeholder.com,459
864,6240,usr114@gt.edu,usr838@gt.edu,2022-05-17,2022-06-10,accepted,placeholder.com,460
865,7136,usr114@gt.edu,usr961@gt.edu,2022-04-29,2022-05-18,accepted,placeholder.com,461
867,1415,usr115@gt.edu,usr191@gt.edu,2022-06-09,2022-06-13,accepted,placeholder.com,462
869,955,usr115@gt.edu,usr128@gt.edu,2022-04-20,2022-05-19,accepted,placeholder.com,463
872,7227,usr115@gt.edu,usr974@gt.edu,2022-04-22,2022-05-03,rejected,placeholder.com,464
873,5513,usr115@gt.edu,usr742@gt.edu,2022-04-19,,unacccepted,placeholder.com,465
874,5508,usr116@gt.edu,usr742@gt.edu,2022-05-06,2022-05-17,accepted,placeholder.com,466
876,2560,usr116@gt.edu,usr347@gt.edu,2022-04-19,2022-06-03,accepted,placeholder.com,467
876,5351,usr116@gt.edu,usr723@gt.edu,2022-04-18,2022-04-19,rejected,placeholder.com,468
878,720,usr117@gt.edu,usr095@gt.edu,2022-05-06,2022-06-14,accepted,placeholder.com,469
879,3392,usr117@gt.edu,usr457@gt.edu,2022-04-15,2022-05-02,accepted,placeholder.com,470
880,2955,usr117@gt.edu,usr395@gt.edu,2022-05-19,2022-05-30,rejected,placeholder.com,471
883,5048,usr117@gt.edu,usr681@gt.edu,2022-04-20,2022-05-09,accepted,placeholder.com,472
885,6217,usr117@gt.edu,usr835@gt.edu,2022-05-12,2022-05-13,accepted,placeholder.com,473
886,4394,usr117@gt.edu,usr595@gt.edu,2022-04-18,2022-04-19,rejected,placeholder.com,474
889,257,usr118@gt.edu,usr038@gt.edu,2022-05-05,2022-05-19,accepted,placeholder.com,475
891,4183,usr118@gt.edu,usr565@gt.edu,2022-04-18,2022-05-17,accepted,placeholder.com,476
893,4730,usr118@gt.edu,usr640@gt.edu,2022-04-20,2022-04-28,accepted,placeholder.com,477
896,5061,usr118@gt.edu,usr682@gt.edu,2022-05-25,2022-06-14,accepted,placeholder.com,478
897,2474,usr118@gt.edu,usr335@gt.edu,2022-05-10,2022-05-20,accepted,placeholder.com,479
898,3028,usr118@gt.edu,usr404@gt.edu,2022-04-22,2022-06-06,rejected,placeholder.com,480
899,4621,usr119@gt.edu,usr626@gt.edu,2022-04-20,2022-04-26,accepted,placeholder.com,481
901,2508,usr119@gt.edu,usr339@gt.edu,2022-04-18,,unacccepted,placeholder.com,482
902,5859,usr119@gt.edu,usr787@gt.edu,2022-04-15,2022-04-22,rejected,placeholder.com,483
902,5882,usr119@gt.edu,usr790@gt.edu,2022-04-25,,unacccepted,placeholder.com,484
903,711,usr120@gt.edu,usr094@gt.edu,2022-05-06,2022-05-30,rejected,placeholder.com,485
904,4739,usr120@gt.edu,usr640@gt.edu,2022-04-19,2022-05-19,accepted,placeholder.com,486
906,3075,usr120@gt.edu,usr410@gt.edu,2022-04-15,2022-04-26,accepted,placeholder.com,487
907,7006,usr120@gt.edu,usr945@gt.edu,2022-05-20,,unacccepted,placeholder.com,488
908,197,usr120@gt.edu,usr029@gt.edu,2022-06-01,,unacccepted,placeholder.com,489
911,6529,usr121@gt.edu,usr880@gt.edu,2022-05-19,,unacccepted,placeholder.com,490
912,4160,usr121@gt.edu,usr563@gt.edu,2022-04-15,2022-04-27,rejected,placeholder.com,491
913,3306,usr121@gt.edu,usr446@gt.edu,2022-04-20,2022-05-24,accepted,placeholder.com,492
914,1796,usr121@gt.edu,usr240@gt.edu,2022-05-27,,unacccepted,placeholder.com,493
914,2908,usr121@gt.edu,usr389@gt.edu,2022-04-19,2022-05-24,rejected,placeholder.com,494
916,3964,usr122@gt.edu,usr534@gt.edu,2022-04-18,2022-05-10,accepted,placeholder.com,495
917,4228,usr122@gt.edu,usr572@gt.edu,2022-04-20,2022-06-02,accepted,placeholder.com,496
918,3529,usr122@gt.edu,usr478@gt.edu,2022-05-25,2022-06-06,accepted,placeholder.com,497
920,5386,usr123@gt.edu,usr727@gt.edu,2022-04-26,2022-05-09,rejected,placeholder.com,498
920,5610,usr123@gt.edu,usr754@gt.edu,2022-05-09,2022-05-30,accepted,placeholder.com,499
925,72,usr124@gt.edu,usr010@gt.edu,2022-06-06,,unacccepted,placeholder.com,500
927,3701,usr124@gt.edu,usr502@gt.edu,2022-06-01,2022-06-14,accepted,placeholder.com,501
928,1432,usr124@gt.edu,usr193@gt.edu,2022-05-16,,unacccepted,placeholder.com,502
929,6814,usr124@gt.edu,usr921@gt.edu,2022-04-20,2022-05-02,accepted,placeholder.com,503
930,6709,usr124@gt.edu,usr904@gt.edu,2022-04-21,2022-04-26,rejected,placeholder.com,504
931,4908,usr124@gt.edu,usr662@gt.edu,2022-04-15,2022-04-19,rejected,placeholder.com,505
932,4149,usr125@gt.edu,usr561@gt.edu,2022-05-09,2022-05-12,rejected,placeholder.com,506
934,7000,usr125@gt.edu,usr944@gt.edu,2022-04-27,2022-05-12,accepted,placeholder.com,507
935,4302,usr125@gt.edu,usr582@gt.edu,2022-04-20,2022-05-06,accepted,placeholder.com,508
936,2253,usr125@gt.edu,usr303@gt.edu,2022-04-21,2022-06-03,accepted,placeholder.com,509
938,5547,usr126@gt.edu,usr747@gt.edu,2022-04-18,2022-05-24,accepted,placeholder.com,510
940,2060,usr126@gt.edu,usr275@gt.edu,2022-06-03,,unacccepted,placeholder.com,511
941,3374,usr126@gt.edu,usr456@gt.edu,2022-04-21,,unacccepted,placeholder.com,512
943,5274,usr126@gt.edu,usr712@gt.edu,2022-04-15,2022-04-27,accepted,placeholder.com,513
944,5517,usr127@gt.edu,usr742@gt.edu,2022-04-20,2022-05-09,accepted,placeholder.com,514
945,3899,usr127@gt.edu,usr526@gt.edu,2022-04-15,2022-05-30,accepted,placeholder.com,515
946,2943,usr127@gt.edu,usr393@gt.edu,2022-05-10,2022-05-19,rejected,placeholder.com,516
946,6395,usr127@gt.edu,usr862@gt.edu,2022-06-03,,unacccepted,placeholder.com,517
947,7088,usr128@gt.edu,usr954@gt.edu,2022-05-11,2022-05-18,rejected,placeholder.com,518
952,868,usr128@gt.edu,usr115@gt.edu,2022-05-27,2022-06-10,accepted,placeholder.com,519
953,7098,usr128@gt.edu,usr956@gt.edu,2022-04-15,2022-05-19,rejected,placeholder.com,520
956,7009,usr128@gt.edu,usr945@gt.edu,2022-04-28,2022-06-06,accepted,placeholder.com,521
