item_number	title	condition	description	email	type	card_count	platform	media
246	Prison Architect	Lightly Used	Introversion Software	usr036@gt.edu	Computer Game		Windows	
247	Horus Heresy	Damaged/Missing parts	Sabertooth Games   	usr036@gt.edu	Collectible Card Game	245		
248	Kazoku Keikaku Tumugu Ito	Like New		usr036@gt.edu	Video Game		PlayStation	Game card
249	ARMA: Armed Assault	Moderately Used	Bohemia Interactive   505 Games	usr036@gt.edu	Computer Game		Windows	
250	World of Warcraft: Warlords of Draenor	Moderately Used	Blizzard Entertainment	usr037@gt.edu	Computer Game		Windows	
251	Spite & Malice (2-5 players)	Moderately Used	"Also known as ""Cat & Mouse"", this is a competitive patience/solitaire game for two or more players that uses two decks, and is better known to most people under its commercially produced variation, Skip-Bo"	usr037@gt.edu	Playing Card Game			
252	BioShock 2	Unopened	2K Marin   2K Games	usr037@gt.edu	Computer Game		macOS	
253	Zetema (2 players)	Lightly Used	This is an obscure Victorian card game that revived in popularity as a result of Sid Sackson's A Gamut of Games	usr037@gt.edu	Playing Card Game			
254	Epic Battle Fantasy 4	Like New	Matt Roszak   Kupo Games	usr038@gt.edu	Computer Game		macOS	
255	Gasaraki Mission Director 	Lightly Used	Bandai   	usr038@gt.edu	Collectible Card Game	403		
256	Warhammer 40	Unopened	000 Collectible Card Game   Sabertooth Games	usr038@gt.edu	Collectible Card Game	585		
257	Amnesia: A Machine for Pigs	Lightly Used	The Chinese Room   Frictional Games	usr038@gt.edu	Computer Game		macOS	
258	GT InteractivePAL	Moderately Used	Action/Beat 'em up   1997-12-08NA	usr038@gt.edu	Video Game		Nintendo	Optical disc
259	AD&D Masterpiece Collection	Lightly Used	Strategic Simulations	usr038@gt.edu	Computer Game		Windows	
260	Jikkyou Powerful Pro Yakyuu 2016	Lightly Used	Konami   April 28, 2016	usr038@gt.edu	Video Game		PlayStation	Game card
261	Monster Hunter Frontier G3	Heavily Used		usr038@gt.edu	Video Game		Xbox	Cartridge
262	Chaotic Trading Card Game	Unopened	4Kids Entertainment   	usr038@gt.edu	Collectible Card Game	27		
263	The Elder Scrolls V: Skyrim	Heavily Used	Bethesda Game Studios   Bethesda Softworks	usr038@gt.edu	Computer Game		Windows	
264	Space Station 13	Damaged/Missing parts	SS13 Development Team	usr038@gt.edu	Computer Game		Linux	
265	Madden NFL 11	Heavily Used	Sports   EA Tiburon	usr039@gt.edu	Video Game		Xbox	Optical disc
266	Golf (2-6 players)	Like New	A great casual game for two players that also works with 3 or more. There are many variations, the most common one being six card Golf, where everyone has a 3x2 grid of cards worth varying points, that you try to improve	usr039@gt.edu	Playing Card Game			
267	Aquarian Age	Moderately Used	an out-of-print Japanese collectible trading card game marketed and produced by Broccoli   	usr039@gt.edu	Collectible Card Game	241		
268	Babylon 5 Collectible Card Game 	Damaged/Missing parts	by Precedence Entertainment   	usr039@gt.edu	Collectible Card Game	282		
269	The Binding of Isaac	Like New	Edmund McMillen   Florian Himsl, Edmund McMillen	usr039@gt.edu	Computer Game		Linux	
270	Monster Hunter Frontier G7	Lightly Used	Action role-playing, Expansion   Capcom	usr039@gt.edu	Video Game		Xbox	Optical disc
271	Judge Dee: The City God Case	Unopened	BigBen Interactive   Unreleased	usr039@gt.edu	Video Game		PlayStation	Cartridge
272	"Ultimate Combat!	"	Unopened		usr039@gt.edu	Collectible Card Game	657		
273	Acre	Damaged/Missing parts	Simulations Publications, Inc.  1978	usr039@gt.edu	Board Game			
274	The Elder Scrolls V: Skyrim	Damaged/Missing parts		usr039@gt.edu	Computer Game		Windows	
275	Sins of a Solar Empire	Moderately Used	Ironclad Games   Stardock	usr040@gt.edu	Computer Game		macOS	
276	Madden NFL 15	Moderately Used	Sports   EA Tiburon	usr040@gt.edu	Video Game		Xbox	Game card
277	Kimble	Like New	"Finland  Two standard dice within a clear plastic ""pop-o-matic"" dome in the center of the board."	usr040@gt.edu	Board Game			
278	Towers in Time 	Damaged/Missing parts	Thunder Castle Games   	usr040@gt.edu	Collectible Card Game	500		
279	A.D. 2044	Like New	R.M.P. Software   LK Avalon	usr040@gt.edu	Computer Game		macOS	
280	Xeko 	Unopened	Matter Group   	usr040@gt.edu	Collectible Card Game	599		
281	Age of Empires II: The Forgotten	Like New	Skybox Labs, Forgotten Empires LLC   Microsoft Game Studios	usr040@gt.edu	Computer Game		macOS	
282	System Shock 2	Damaged/Missing parts		usr041@gt.edu	Computer Game		Windows	
283	AdvertCity	Moderately Used	VoxelStorm	usr041@gt.edu	Computer Game		Windows	
284	Hellenes: Campaigns of the Peloponnesian War	Damaged/Missing parts	GMT Games  2009	usr041@gt.edu	Board Game			
285	Absolute Drift	Lightly Used	Funselektor Labs	usr041@gt.edu	Computer Game		Windows	
286	Empire Earth III	Moderately Used	Mad Doc Software   Sierra Entertainment	usr042@gt.edu	Computer Game		macOS	
287	Surf's Up	Damaged/Missing parts	Ubisoft Montreal, Ubisoft Quebec, Totally Games   Ubisoft, Sony Computer Entertainment America	usr042@gt.edu	Computer Game		Windows	
288	Jikkyou Powerful Pro Yakyuu 2014	Heavily Used	Konami   October 23, 2014	usr042@gt.edu	Video Game		PlayStation	Cartridge
289	Kamen Rider Battride War	Like New	Bandai Namco Games   March 23, 2013	usr042@gt.edu	Video Game		PlayStation	Optical disc
290	Monopoly	Lightly Used	Board game   EA Bright Light	usr042@gt.edu	Video Game		Xbox	Game card
291	Anno 2070	Damaged/Missing parts	Related Designs, Blue Byte   UbisoftAdded Achron	usr042@gt.edu	Computer Game		Windows	
292	Assassin's Creed Unity	Damaged/Missing parts	Ubisoft Montreal   Ubisoft	usr042@gt.edu	Computer Game		Windows	
293	A Passion for Art: Renoir, Cezanne, Matisse, and Dr. Barnes	Lightly Used	Corbis Corporation	usr043@gt.edu	Computer Game		Linux	
294	Just Dance 4	Lightly Used	Ubisoft Paris   October 2, 2014	usr043@gt.edu	Video Game		PlayStation	Game card
295	War of the Roses	Damaged/Missing parts	Paradox Interactive   Fatshark	usr043@gt.edu	Computer Game		Linux	
296	Stormfront Studios	Damaged/Missing parts		usr043@gt.edu	Video Game		Nintendo	Cartridge
297	Micro Machines 64 Turbo	Lightly Used	Codemasters   Midway Home EntertainmentNA	usr043@gt.edu	Video Game		Nintendo	Game card
298	The Terminator 	Lightly Used	Precedence Entertainment/Tyranny Games/Zehrapushu/ZI Games   	usr043@gt.edu	Collectible Card Game	212		
299	Dune	Damaged/Missing parts	Last Unicorn Games/Five Rings Publishing Group/Wizards of the Coast   	usr043@gt.edu	Collectible Card Game	144		
300	Assyrian Wars	Heavily Used		usr043@gt.edu	Board Game			
301	Abomination: The Nemesis Project	Unopened	Hothouse Creations   Eidos Interactive	usr043@gt.edu	Computer Game		Windows	
302	World of Warplanes	Like New	Wargaming	usr044@gt.edu	Computer Game		macOS	
303	Go Tell the Spartans	Damaged/Missing parts	LPS, Inc.  2003	usr044@gt.edu	Board Game			
304	Audiosurf	Moderately Used	Dylan Fitterer	usr044@gt.edu	Computer Game		Windows	
305	NFL QB Club 2001	Lightly Used	High Voltage Software   Acclaim Sports	usr044@gt.edu	Video Game		Nintendo	Game card
306	MLB Bobblehead Battle	Heavily Used	Sports & Recreation   Konami	usr044@gt.edu	Video Game		Xbox	Cartridge
307	Bastion	Heavily Used		usr044@gt.edu	Computer Game		Windows	
308	Gwiezdna Kohorta (AKA: Stargate Kohorta)	Lightly Used		usr044@gt.edu	Collectible Card Game	706		
309	Humaliens Collectible Card Game 	Unopened	AEG   	usr044@gt.edu	Collectible Card Game	734		
310	Initial D Collectible Card Game	Heavily Used	AEG   	usr044@gt.edu	Collectible Card Game	80		
311	Midway Studios - San Diego	Damaged/Missing parts	Midway Home EntertainmentNA   	usr045@gt.edu	Video Game		Nintendo	Game card
312	Madden NFL 10	Heavily Used		usr045@gt.edu	Video Game		Xbox	Game card
313	Mighty No. 9	Damaged/Missing parts	Action & Adventure   Comcept/Inti Creates	usr045@gt.edu	Video Game		Xbox	Game card
314	Empire Earth III	Heavily Used	Mad Doc Software   Sierra Entertainment	usr045@gt.edu	Computer Game		macOS	
315	Doctor Who: The Collectible Trading Card Game	Moderately Used	M.M.G. Ltd.   	usr045@gt.edu	Collectible Card Game	313		
316	Star Citizen	Heavily Used	Cloud Imperium Games Corporation	usr045@gt.edu	Computer Game		Windows	
317	Anno 1701	Damaged/Missing parts	Related Designs   Sunflowers	usr045@gt.edu	Computer Game		Windows	
318	Battleground 11: East Front	Like New	TalonSoft	usr046@gt.edu	Computer Game		macOS	
319	Stronghold Legends	Damaged/Missing parts	Firefly Studios   2K Games	usr046@gt.edu	Computer Game		macOS	
320	Patolli	Moderately Used		usr046@gt.edu	Board Game			
321	Edris A Jin	Lightly Used	Syria and Lebanon  	usr046@gt.edu	Board Game			
322	X-Men 	Heavily Used	Wizards of the Coast   	usr046@gt.edu	Collectible Card Game	202		
323	Borderlands	Unopened	Gearbox Software   2K Games	usr046@gt.edu	Computer Game		Windows	
324	Cricket Attax	Like New	Topps   	usr047@gt.edu	Collectible Card Game	278		
325	The Conquerors: Alexander the Great	Lightly Used	GMT Games  2006	usr047@gt.edu	Board Game			
326	Minecraft: Story Mode	Like New	Graphic adventure & interactive movie   Telltale Games	usr047@gt.edu	Video Game		Xbox	Optical disc
327	Power Rangers Lightspeed Rescue	Heavily Used	Mass Media Games   THQ	usr047@gt.edu	Video Game		Nintendo	Game card
328	Jikkyou Powerful Pro Yakyuu 2016	Like New	Konami   April 28, 2016	usr047@gt.edu	Video Game		PlayStation	Game card
329	Pok�mon Puzzle League	Moderately Used	Nintendo Software Technology   Nintendo	usr047@gt.edu	Video Game		Nintendo	Game card
330	Jeopardy!	Like New	Sony Online Entertainment   	usr047@gt.edu	Video Game		PlayStation	Game card
331	Jak II HD	Unopened		usr047@gt.edu	Video Game		PlayStation	Optical disc
332	Just Dance 2015	Damaged/Missing parts		usr048@gt.edu	Video Game		PlayStation	Game card
333	Anno 2205	Moderately Used	Blue Byte   Ubisoft	usr048@gt.edu	Computer Game		macOS	
334	World in Conflict: Soviet Assault	Like New	Massive Entertainment   Sierra Entertainment (former), Ubisoft	usr048@gt.edu	Computer Game		Windows	
335	Europa Universalis III	Like New	Paradox Development Studio   Paradox Interactive	usr048@gt.edu	Computer Game		Windows	
336	Might & Magic: Duel of Champions - Forgotten Wars	Lightly Used	Strategy & Simulation   Ubisoft	usr048@gt.edu	Video Game		Xbox	Game card
337	Kerbal Space Program	Like New	Squad	usr048@gt.edu	Computer Game		Windows	
338	Katsuragi Misato Houdou Keikaku (app)	Moderately Used	Bandai Namco Games   June 6, 2009	usr048@gt.edu	Video Game		PlayStation	Optical disc
339	Battlefield 1942: Secret Weapons of WWII	Like New	Digital Illusions CE   Electronic Arts	usr048@gt.edu	Computer Game		macOS	
340	Katsuragi Misato Houdou Keikaku (app)	Unopened	Bandai Namco Games   June 6, 2009	usr048@gt.edu	Video Game		PlayStation	Optical disc
341	The Elder Scrolls II: Daggerfall	Unopened	Bethesda Softworks	usr049@gt.edu	Computer Game		macOS	
342	Madden NFL 15	Moderately Used	Sports   EA Tiburon	usr049@gt.edu	Video Game		Xbox	Game card
343	BioShock	Lightly Used	2K Boston, 2K Australia   2K Games	usr049@gt.edu	Computer Game		Windows	
344	Weekly Shonen Sunday VS Weekly Shonen Magazine 	Unopened	Bushiroad   	usr049@gt.edu	Collectible Card Game	583		
345	Monday Night Combat	Lightly Used	Shooter   Uber Entertainment	usr049@gt.edu	Video Game		Xbox	Cartridge
346	Metal Gear Solid V: Ground Zeroes	Unopened		usr049@gt.edu	Video Game		Xbox	Game card
347	Spite & Malice (2-5 players)	Heavily Used	"Also known as ""Cat & Mouse"", this is a competitive patience/solitaire game for two or more players that uses two decks, and is better known to most people under its commercially produced variation, Skip-Bo"	usr049@gt.edu	Playing Card Game			
348	Dragon Booster Trading Card Game	Unopened	Score Entertainment   	usr049@gt.edu	Collectible Card Game	160		
349	Blitzkrieg	Lightly Used	Nival Interactive   CDV, 1C Company, Virtual Programming	usr049@gt.edu	Computer Game		macOS	
350	Hearts (3-7 players)	Lightly Used	One of the all time classic trick-taking games, where the aim is to avoid taking tricks with Hearts, since these are minus points, while the Queen of Spades is a whopping 13 minus points	usr049@gt.edu	Playing Card Game			
351	Agatha Christie: And Then There Were None	Unopened	AWE Productions   The Adventure Company	usr049@gt.edu	Computer Game		Windows	
352	Sengoku	Unopened	Paradox Development Studios   Paradox Interactive	usr050@gt.edu	Computer Game		macOS	
353	Stronghold Kingdoms	Moderately Used		usr050@gt.edu	Computer Game		Windows	
354	Age of Mythology	Moderately Used	Ensemble Studios   Microsoft Game Studios, MacSoft	usr050@gt.edu	Computer Game		Windows	
355	Doctor Who Monster Invasion	Unopened	BBC Worldwide   	usr050@gt.edu	Collectible Card Game	211		
356	Metal Gear Solid V: The Phantom Pain	Lightly Used		usr050@gt.edu	Video Game		Xbox	Game card
357	Paradigm Simulation	Lightly Used	Nintendo   Simulation/Flight	usr050@gt.edu	Video Game		Nintendo	Game card
358	Asura System	Heavily Used	published by Terranetz   	usr050@gt.edu	Collectible Card Game	194		
359	"Guardians	"	Like New	FPG Inc.   	usr050@gt.edu	Collectible Card Game	140		
360	Eagles	Heavily Used	Game Designers' Workshop  1973	usr050@gt.edu	Board Game			
361	Memories Off: Yubikiri no Kioku	Like New		usr051@gt.edu	Video Game		Xbox	Game card
362	Eurocom	Damaged/Missing parts	Midway Home EntertainmentNA   	usr051@gt.edu	Video Game		Nintendo	Game card
363	Babylon 5 Collectible Card Game 	Unopened	by Precedence Entertainment   	usr051@gt.edu	Collectible Card Game	282		
364	1995	Lightly Used	Deluxe Edition  	usr051@gt.edu	Board Game			
365	Portal 2	Like New	Valve	usr051@gt.edu	Computer Game		Windows	
366	Iron Galaxy	Heavily Used		usr051@gt.edu	Video Game		Xbox	Cartridge
367	Stronghold Legends	Moderately Used	Firefly Studios   2K Games	usr052@gt.edu	Computer Game		macOS	
368	Cribbage (2 players)	Unopened	A classic card name based on card combinations worth points, with the aim of being first to 121 points, scored by pegging on a board	usr052@gt.edu	Playing Card Game			
369	Mario Party	Damaged/Missing parts		usr052@gt.edu	Video Game		Nintendo	Cartridge
370	John Woo Presents: Stranglehold	Heavily Used	Midway Chicago   	usr052@gt.edu	Video Game		PlayStation	Game card
371	Baseball Heroes	Lightly Used	by Konami   	usr052@gt.edu	Collectible Card Game	266		
372	Gundam M.S. War Trading Card Game 	Heavily Used	Bandai   	usr052@gt.edu	Collectible Card Game	433		
373	Terror 	Heavily Used	Kris Silver   	usr052@gt.edu	Collectible Card Game	42		
374	Just Cause 2	Moderately Used	Avalanche Studios   	usr052@gt.edu	Video Game		PlayStation	Cartridge
375	Addiction Pinball	Damaged/Missing parts	Team17   MicroProse	usr052@gt.edu	Computer Game		macOS	
376	Patolli	Heavily Used	Mesoamerica  Five or six thrown marked black beans	usr052@gt.edu	Board Game			
377	Puyo Puyo Sun 64	Damaged/Missing parts	Compile   Compile	usr052@gt.edu	Video Game		Nintendo	Cartridge
378	Eye of the Beholder	Lightly Used		usr052@gt.edu	Computer Game		Windows	
379	The Elder Scrolls Adventures: Redguard	Unopened	Bethesda Softworks	usr053@gt.edu	Computer Game		Windows	
380	Eagles	Lightly Used	Game Designers' Workshop  1973	usr053@gt.edu	Board Game			
381	Baldur's Gate: Tales of the Sword Coast	Like New	BioWare   Black Isle Studios, Interplay Entertainment	usr053@gt.edu	Computer Game		macOS	
382	uDraw Marvel Super Hero Squad: Comic Combat	Damaged/Missing parts		usr053@gt.edu	Video Game		Xbox	Optical disc
383	Battlefield Heroes	Lightly Used	EA Digital Illusions CE, Easy Studios   Electronic Arts, Aeria Games	usr053@gt.edu	Computer Game		Windows	
384	Rummy (2-6 players)	Damaged/Missing parts	"A classic card game, in which players draw and discard cards, trying to get ""melds"" that typically consist of sets of the same values or runs of consecutive values"	usr053@gt.edu	Playing Card Game			
385	Sonic Heroes	Heavily Used	Sonic Team USA   Sega	usr054@gt.edu	Computer Game		macOS	
386	Borderlands 3	Lightly Used	Gearbox Software   2K Games	usr054@gt.edu	Computer Game		Linux	
387	Accounting (video game)	Lightly Used		usr054@gt.edu	Computer Game		Windows	
388	Mirror's Edge	Damaged/Missing parts	Action-adventure, Platform,   Digital Illusions CE	usr054@gt.edu	Video Game		Xbox	Game card
389	World of Goo	Unopened	2D Boy	usr054@gt.edu	Computer Game		macOS	
390	John Carpenter's Psychopath	Lightly Used	Titan Productions   	usr054@gt.edu	Video Game		PlayStation	Cartridge
391	Kerbal Space Program	Damaged/Missing parts	Squad	usr054@gt.edu	Computer Game		Windows	
392	NHL Breakaway 99	Unopened	Iguana West   Acclaim Sports	usr054@gt.edu	Video Game		Nintendo	Cartridge
393	Power League 64	Unopened	Hudson Soft   Hudson Soft	usr054@gt.edu	Video Game		Nintendo	Cartridge
394	NFL QB Club 2001	Lightly Used	High Voltage Software   Acclaim Sports	usr054@gt.edu	Video Game		Nintendo	Game card
395	Madden NFL 08	Lightly Used	Sports   EA Tiburon	usr054@gt.edu	Video Game		Xbox	Game card
396	Aggravation	Heavily Used	United States  Single six-sided die	usr055@gt.edu	Board Game			
397	Marvel: Ultimate Alliance	Unopened		usr055@gt.edu	Video Game		Xbox	Game card
398	World of Warcraft: Battle for Azeroth	Unopened		usr055@gt.edu	Computer Game		Windows	
399	Skat (3 players)	Damaged/Missing parts	This classic trick-taking game is the national card game of Germany. It features complex scoring and bidding, but is one of the best card games for three players	usr055@gt.edu	Playing Card Game			
400	Midway GamesPAL	Lightly Used		usr055@gt.edu	Video Game		Nintendo	Optical disc
401	I am Spartacus	Lightly Used	XTR Corp  1992	usr055@gt.edu	Board Game			
402	NFL Blitz 2001	Heavily Used	Point of View   Midway Home Entertainment	usr055@gt.edu	Video Game		Nintendo	Optical disc
403	Marvel: Ultimate Alliance	Heavily Used	Action RPG   Raven Software	usr055@gt.edu	Video Game		Xbox	Game card
404	Mass Effect	Heavily Used	Action RPG   BioWare	usr055@gt.edu	Video Game		Xbox	Cartridge
405	The Witcher 3: Wild Hunt	Damaged/Missing parts		usr055@gt.edu	Computer Game		Linux	
406	Street Racing Syndicate'	Lightly Used	Eutechnyx   Namco	usr056@gt.edu	Computer Game		macOS	
407	Hero Attax 	Moderately Used		usr056@gt.edu	Collectible Card Game	249		
408	Mario Party	Lightly Used	Hudson Soft   Nintendo	usr056@gt.edu	Video Game		Nintendo	Cartridge
