proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id
285,2416,usr041@gt.edu,usr326@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr041@gt.educounterparty_emailusr326@gt.eduproposer_item_no285counterparty_item_no2416
290,2154,usr042@gt.edu,usr289@gt.edu,2022-04-20,2022-04-29,accepted,proposer_emailusr042@gt.educounterparty_emailusr289@gt.eduproposer_item_no290counterparty_item_no2154
291,517,usr042@gt.edu,usr070@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr042@gt.educounterparty_emailusr070@gt.eduproposer_item_no291counterparty_item_no517
292,3103,usr042@gt.edu,usr413@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr042@gt.educounterparty_emailusr413@gt.eduproposer_item_no292counterparty_item_no3103
295,2158,usr043@gt.edu,usr289@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr043@gt.educounterparty_emailusr289@gt.eduproposer_item_no295counterparty_item_no2158
296,5030,usr043@gt.edu,usr679@gt.edu,2022-05-12,2022-06-06,accepted,proposer_emailusr043@gt.educounterparty_emailusr679@gt.eduproposer_item_no296counterparty_item_no5030
299,2056,usr043@gt.edu,usr275@gt.edu,2022-04-15,2022-04-29,rejected,proposer_emailusr043@gt.educounterparty_emailusr275@gt.eduproposer_item_no299counterparty_item_no2056
301,1664,usr043@gt.edu,usr220@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr043@gt.educounterparty_emailusr220@gt.eduproposer_item_no301counterparty_item_no1664
301,3745,usr043@gt.edu,usr508@gt.edu,2022-04-18,2022-05-17,rejected,proposer_emailusr043@gt.educounterparty_emailusr508@gt.eduproposer_item_no301counterparty_item_no3745
302,6536,usr044@gt.edu,usr881@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr044@gt.educounterparty_emailusr881@gt.eduproposer_item_no302counterparty_item_no6536
304,7202,usr044@gt.edu,usr972@gt.edu,2022-05-20,2022-05-25,accepted,proposer_emailusr044@gt.educounterparty_emailusr972@gt.eduproposer_item_no304counterparty_item_no7202
305,5438,usr044@gt.edu,usr734@gt.edu,2022-04-18,2022-05-04,accepted,proposer_emailusr044@gt.educounterparty_emailusr734@gt.eduproposer_item_no305counterparty_item_no5438
306,2410,usr044@gt.edu,usr325@gt.edu,2022-05-11,2022-06-13,rejected,proposer_emailusr044@gt.educounterparty_emailusr325@gt.eduproposer_item_no306counterparty_item_no2410
307,147,usr044@gt.edu,usr021@gt.edu,2022-05-04,2022-05-23,accepted,proposer_emailusr044@gt.educounterparty_emailusr021@gt.eduproposer_item_no307counterparty_item_no147
308,651,usr044@gt.edu,usr088@gt.edu,2022-05-18,2022-06-08,accepted,proposer_emailusr044@gt.educounterparty_emailusr088@gt.eduproposer_item_no308counterparty_item_no651
309,1009,usr044@gt.edu,usr136@gt.edu,2022-04-20,2022-05-04,rejected,proposer_emailusr044@gt.educounterparty_emailusr136@gt.eduproposer_item_no309counterparty_item_no1009
309,5406,usr044@gt.edu,usr730@gt.edu,2022-05-10,2022-05-19,accepted,proposer_emailusr044@gt.educounterparty_emailusr730@gt.eduproposer_item_no309counterparty_item_no5406
311,2449,usr045@gt.edu,usr331@gt.edu,2022-04-18,2022-06-01,accepted,proposer_emailusr045@gt.educounterparty_emailusr331@gt.eduproposer_item_no311counterparty_item_no2449
312,6689,usr045@gt.edu,usr901@gt.edu,2022-05-27,2022-06-02,rejected,proposer_emailusr045@gt.educounterparty_emailusr901@gt.eduproposer_item_no312counterparty_item_no6689
313,3019,usr045@gt.edu,usr403@gt.edu,2022-06-03,2022-06-08,rejected,proposer_emailusr045@gt.educounterparty_emailusr403@gt.eduproposer_item_no313counterparty_item_no3019
314,88,usr045@gt.edu,usr012@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr045@gt.educounterparty_emailusr012@gt.eduproposer_item_no314counterparty_item_no88
317,6737,usr045@gt.edu,usr907@gt.edu,2022-04-15,2022-04-25,accepted,proposer_emailusr045@gt.educounterparty_emailusr907@gt.eduproposer_item_no317counterparty_item_no6737
319,6126,usr046@gt.edu,usr823@gt.edu,2022-04-25,NULL,unaccepted,proposer_emailusr046@gt.educounterparty_emailusr823@gt.eduproposer_item_no319counterparty_item_no6126
320,6921,usr046@gt.edu,usr934@gt.edu,2022-04-26,2022-05-02,rejected,proposer_emailusr046@gt.educounterparty_emailusr934@gt.eduproposer_item_no320counterparty_item_no6921
322,2745,usr046@gt.edu,usr370@gt.edu,2022-04-21,2022-04-26,rejected,proposer_emailusr046@gt.educounterparty_emailusr370@gt.eduproposer_item_no322counterparty_item_no2745
328,6822,usr047@gt.edu,usr922@gt.edu,2022-04-22,2022-04-25,accepted,proposer_emailusr047@gt.educounterparty_emailusr922@gt.eduproposer_item_no328counterparty_item_no6822
329,924,usr047@gt.edu,usr123@gt.edu,2022-05-18,2022-05-25,rejected,proposer_emailusr047@gt.educounterparty_emailusr123@gt.eduproposer_item_no329counterparty_item_no924
330,5640,usr047@gt.edu,usr758@gt.edu,2022-05-05,2022-06-10,accepted,proposer_emailusr047@gt.educounterparty_emailusr758@gt.eduproposer_item_no330counterparty_item_no5640
331,3886,usr047@gt.edu,usr524@gt.edu,2022-05-03,2022-05-09,rejected,proposer_emailusr047@gt.educounterparty_emailusr524@gt.eduproposer_item_no331counterparty_item_no3886
331,4100,usr047@gt.edu,usr554@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr047@gt.educounterparty_emailusr554@gt.eduproposer_item_no331counterparty_item_no4100
335,1538,usr048@gt.edu,usr205@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr048@gt.educounterparty_emailusr205@gt.eduproposer_item_no335counterparty_item_no1538
336,7050,usr048@gt.edu,usr949@gt.edu,2022-04-21,2022-05-24,rejected,proposer_emailusr048@gt.educounterparty_emailusr949@gt.eduproposer_item_no336counterparty_item_no7050
337,4182,usr048@gt.edu,usr565@gt.edu,2022-04-28,2022-04-29,accepted,proposer_emailusr048@gt.educounterparty_emailusr565@gt.eduproposer_item_no337counterparty_item_no4182
338,4650,usr048@gt.edu,usr629@gt.edu,2022-05-02,2022-05-23,rejected,proposer_emailusr048@gt.educounterparty_emailusr629@gt.eduproposer_item_no338counterparty_item_no4650
338,5874,usr048@gt.edu,usr790@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr048@gt.educounterparty_emailusr790@gt.eduproposer_item_no338counterparty_item_no5874
339,4822,usr048@gt.edu,usr651@gt.edu,2022-04-25,2022-05-04,rejected,proposer_emailusr048@gt.educounterparty_emailusr651@gt.eduproposer_item_no339counterparty_item_no4822
342,3496,usr049@gt.edu,usr474@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr049@gt.educounterparty_emailusr474@gt.eduproposer_item_no342counterparty_item_no3496
342,7325,usr049@gt.edu,usr987@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr049@gt.educounterparty_emailusr987@gt.eduproposer_item_no342counterparty_item_no7325
343,2058,usr049@gt.edu,usr275@gt.edu,2022-04-25,2022-04-28,accepted,proposer_emailusr049@gt.educounterparty_emailusr275@gt.eduproposer_item_no343counterparty_item_no2058
346,961,usr049@gt.edu,usr129@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr049@gt.educounterparty_emailusr129@gt.eduproposer_item_no346counterparty_item_no961
349,2149,usr049@gt.edu,usr288@gt.edu,2022-05-03,2022-05-31,accepted,proposer_emailusr049@gt.educounterparty_emailusr288@gt.eduproposer_item_no349counterparty_item_no2149
350,5742,usr049@gt.edu,usr772@gt.edu,2022-04-22,2022-05-13,accepted,proposer_emailusr049@gt.educounterparty_emailusr772@gt.eduproposer_item_no350counterparty_item_no5742
351,5064,usr049@gt.edu,usr682@gt.edu,2022-05-06,2022-06-03,rejected,proposer_emailusr049@gt.educounterparty_emailusr682@gt.eduproposer_item_no351counterparty_item_no5064
355,6884,usr050@gt.edu,usr929@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr050@gt.educounterparty_emailusr929@gt.eduproposer_item_no355counterparty_item_no6884
356,6855,usr050@gt.edu,usr926@gt.edu,2022-04-27,2022-06-10,accepted,proposer_emailusr050@gt.educounterparty_emailusr926@gt.eduproposer_item_no356counterparty_item_no6855
357,3976,usr050@gt.edu,usr535@gt.edu,2022-04-18,2022-05-03,rejected,proposer_emailusr050@gt.educounterparty_emailusr535@gt.eduproposer_item_no357counterparty_item_no3976
358,4921,usr050@gt.edu,usr665@gt.edu,2022-05-19,2022-05-24,rejected,proposer_emailusr050@gt.educounterparty_emailusr665@gt.eduproposer_item_no358counterparty_item_no4921
359,1903,usr050@gt.edu,usr255@gt.edu,2022-05-02,2022-05-05,accepted,proposer_emailusr050@gt.educounterparty_emailusr255@gt.eduproposer_item_no359counterparty_item_no1903
361,1227,usr051@gt.edu,usr165@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr165@gt.eduproposer_item_no361counterparty_item_no1227
363,6598,usr051@gt.edu,usr889@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr889@gt.eduproposer_item_no363counterparty_item_no6598
365,5024,usr051@gt.edu,usr678@gt.edu,2022-04-20,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr678@gt.eduproposer_item_no365counterparty_item_no5024
366,5177,usr051@gt.edu,usr699@gt.edu,2022-04-19,2022-04-29,accepted,proposer_emailusr051@gt.educounterparty_emailusr699@gt.eduproposer_item_no366counterparty_item_no5177
368,2491,usr052@gt.edu,usr337@gt.edu,2022-05-09,2022-05-17,rejected,proposer_emailusr052@gt.educounterparty_emailusr337@gt.eduproposer_item_no368counterparty_item_no2491
368,2656,usr052@gt.edu,usr359@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr052@gt.educounterparty_emailusr359@gt.eduproposer_item_no368counterparty_item_no2656
370,5413,usr052@gt.edu,usr731@gt.edu,2022-05-16,2022-05-18,accepted,proposer_emailusr052@gt.educounterparty_emailusr731@gt.eduproposer_item_no370counterparty_item_no5413
372,6954,usr052@gt.edu,usr938@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr052@gt.educounterparty_emailusr938@gt.eduproposer_item_no372counterparty_item_no6954
373,2704,usr052@gt.edu,usr364@gt.edu,2022-04-28,2022-05-27,rejected,proposer_emailusr052@gt.educounterparty_emailusr364@gt.eduproposer_item_no373counterparty_item_no2704
376,6587,usr052@gt.edu,usr887@gt.edu,2022-05-06,2022-05-16,rejected,proposer_emailusr052@gt.educounterparty_emailusr887@gt.eduproposer_item_no376counterparty_item_no6587
379,4336,usr053@gt.edu,usr586@gt.edu,2022-04-25,2022-05-10,accepted,proposer_emailusr053@gt.educounterparty_emailusr586@gt.eduproposer_item_no379counterparty_item_no4336
380,4299,usr053@gt.edu,usr581@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr053@gt.educounterparty_emailusr581@gt.eduproposer_item_no380counterparty_item_no4299
381,7385,usr053@gt.edu,usr995@gt.edu,2022-04-21,2022-05-30,accepted,proposer_emailusr053@gt.educounterparty_emailusr995@gt.eduproposer_item_no381counterparty_item_no7385
384,6289,usr053@gt.edu,usr845@gt.edu,2022-05-02,2022-05-13,accepted,proposer_emailusr053@gt.educounterparty_emailusr845@gt.eduproposer_item_no384counterparty_item_no6289
388,909,usr054@gt.edu,usr120@gt.edu,2022-06-06,2022-06-10,accepted,proposer_emailusr054@gt.educounterparty_emailusr120@gt.eduproposer_item_no388counterparty_item_no909
393,7114,usr054@gt.edu,usr959@gt.edu,2022-04-18,2022-04-19,accepted,proposer_emailusr054@gt.educounterparty_emailusr959@gt.eduproposer_item_no393counterparty_item_no7114
396,5289,usr055@gt.edu,usr714@gt.edu,2022-04-18,2022-06-01,rejected,proposer_emailusr055@gt.educounterparty_emailusr714@gt.eduproposer_item_no396counterparty_item_no5289
398,5786,usr055@gt.edu,usr777@gt.edu,2022-05-02,2022-05-10,rejected,proposer_emailusr055@gt.educounterparty_emailusr777@gt.eduproposer_item_no398counterparty_item_no5786
399,251,usr055@gt.edu,usr037@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr055@gt.educounterparty_emailusr037@gt.eduproposer_item_no399counterparty_item_no251
401,4073,usr055@gt.edu,usr550@gt.edu,2022-05-24,2022-06-02,accepted,proposer_emailusr055@gt.educounterparty_emailusr550@gt.eduproposer_item_no401counterparty_item_no4073
401,5537,usr055@gt.edu,usr745@gt.edu,2022-04-20,2022-05-09,rejected,proposer_emailusr055@gt.educounterparty_emailusr745@gt.eduproposer_item_no401counterparty_item_no5537
406,2907,usr056@gt.edu,usr389@gt.edu,2022-05-02,2022-05-26,accepted,proposer_emailusr056@gt.educounterparty_emailusr389@gt.eduproposer_item_no406counterparty_item_no2907
409,2296,usr056@gt.edu,usr311@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr056@gt.educounterparty_emailusr311@gt.eduproposer_item_no409counterparty_item_no2296
410,6351,usr056@gt.edu,usr854@gt.edu,2022-04-27,2022-04-29,accepted,proposer_emailusr056@gt.educounterparty_emailusr854@gt.eduproposer_item_no410counterparty_item_no6351
411,2610,usr056@gt.edu,usr354@gt.edu,2022-04-21,2022-04-22,accepted,proposer_emailusr056@gt.educounterparty_emailusr354@gt.eduproposer_item_no411counterparty_item_no2610
414,3838,usr057@gt.edu,usr518@gt.edu,2022-05-02,2022-05-16,accepted,proposer_emailusr057@gt.educounterparty_emailusr518@gt.eduproposer_item_no414counterparty_item_no3838
415,190,usr057@gt.edu,usr028@gt.edu,2022-04-18,2022-05-25,rejected,proposer_emailusr057@gt.educounterparty_emailusr028@gt.eduproposer_item_no415counterparty_item_no190
418,5237,usr057@gt.edu,usr708@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr057@gt.educounterparty_emailusr708@gt.eduproposer_item_no418counterparty_item_no5237
419,4982,usr057@gt.edu,usr673@gt.edu,2022-05-05,2022-05-13,accepted,proposer_emailusr057@gt.educounterparty_emailusr673@gt.eduproposer_item_no419counterparty_item_no4982
420,2237,usr057@gt.edu,usr301@gt.edu,2022-04-15,2022-04-20,rejected,proposer_emailusr057@gt.educounterparty_emailusr301@gt.eduproposer_item_no420counterparty_item_no2237
426,100,usr058@gt.edu,usr014@gt.edu,2022-04-18,2022-04-21,rejected,proposer_emailusr058@gt.educounterparty_emailusr014@gt.eduproposer_item_no426counterparty_item_no100
426,1377,usr058@gt.edu,usr186@gt.edu,2022-04-28,2022-05-04,rejected,proposer_emailusr058@gt.educounterparty_emailusr186@gt.eduproposer_item_no426counterparty_item_no1377
426,5335,usr058@gt.edu,usr721@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr058@gt.educounterparty_emailusr721@gt.eduproposer_item_no426counterparty_item_no5335
427,2890,usr058@gt.edu,usr387@gt.edu,2022-04-19,2022-05-25,rejected,proposer_emailusr058@gt.educounterparty_emailusr387@gt.eduproposer_item_no427counterparty_item_no2890
427,7098,usr058@gt.edu,usr956@gt.edu,2022-05-27,2022-05-31,accepted,proposer_emailusr058@gt.educounterparty_emailusr956@gt.eduproposer_item_no427counterparty_item_no7098
428,2772,usr059@gt.edu,usr372@gt.edu,2022-05-30,2022-06-13,rejected,proposer_emailusr059@gt.educounterparty_emailusr372@gt.eduproposer_item_no428counterparty_item_no2772
430,3556,usr059@gt.edu,usr482@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr059@gt.educounterparty_emailusr482@gt.eduproposer_item_no430counterparty_item_no3556
436,5933,usr059@gt.edu,usr797@gt.edu,2022-04-25,2022-05-25,accepted,proposer_emailusr059@gt.educounterparty_emailusr797@gt.eduproposer_item_no436counterparty_item_no5933
440,4144,usr060@gt.edu,usr560@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr060@gt.educounterparty_emailusr560@gt.eduproposer_item_no440counterparty_item_no4144
441,1711,usr060@gt.edu,usr228@gt.edu,2022-05-31,NULL,unaccepted,proposer_emailusr060@gt.educounterparty_emailusr228@gt.eduproposer_item_no441counterparty_item_no1711
445,5405,usr060@gt.edu,usr730@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr060@gt.educounterparty_emailusr730@gt.eduproposer_item_no445counterparty_item_no5405
450,3493,usr061@gt.edu,usr474@gt.edu,2022-05-04,2022-05-26,rejected,proposer_emailusr061@gt.educounterparty_emailusr474@gt.eduproposer_item_no450counterparty_item_no3493
450,4601,usr061@gt.edu,usr623@gt.edu,2022-04-20,2022-05-04,rejected,proposer_emailusr061@gt.educounterparty_emailusr623@gt.eduproposer_item_no450counterparty_item_no4601
451,2166,usr061@gt.edu,usr290@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr061@gt.educounterparty_emailusr290@gt.eduproposer_item_no451counterparty_item_no2166
452,676,usr061@gt.edu,usr090@gt.edu,2022-04-27,2022-05-03,rejected,proposer_emailusr061@gt.educounterparty_emailusr090@gt.eduproposer_item_no452counterparty_item_no676
453,4900,usr061@gt.edu,usr660@gt.edu,2022-05-03,2022-05-17,accepted,proposer_emailusr061@gt.educounterparty_emailusr660@gt.eduproposer_item_no453counterparty_item_no4900
454,1346,usr062@gt.edu,usr182@gt.edu,2022-04-15,2022-04-18,accepted,proposer_emailusr062@gt.educounterparty_emailusr182@gt.eduproposer_item_no454counterparty_item_no1346
455,3216,usr062@gt.edu,usr431@gt.edu,2022-05-04,2022-06-09,accepted,proposer_emailusr062@gt.educounterparty_emailusr431@gt.eduproposer_item_no455counterparty_item_no3216
459,1171,usr063@gt.edu,usr158@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr063@gt.educounterparty_emailusr158@gt.eduproposer_item_no459counterparty_item_no1171
461,4150,usr063@gt.edu,usr562@gt.edu,2022-05-18,2022-05-20,accepted,proposer_emailusr063@gt.educounterparty_emailusr562@gt.eduproposer_item_no461counterparty_item_no4150
464,7326,usr063@gt.edu,usr987@gt.edu,2022-04-15,2022-04-28,rejected,proposer_emailusr063@gt.educounterparty_emailusr987@gt.eduproposer_item_no464counterparty_item_no7326
466,3377,usr063@gt.edu,usr456@gt.edu,2022-04-27,2022-05-19,rejected,proposer_emailusr063@gt.educounterparty_emailusr456@gt.eduproposer_item_no466counterparty_item_no3377
468,4508,usr063@gt.edu,usr611@gt.edu,2022-05-03,2022-05-06,rejected,proposer_emailusr063@gt.educounterparty_emailusr611@gt.eduproposer_item_no468counterparty_item_no4508
470,6120,usr064@gt.edu,usr823@gt.edu,2022-04-25,2022-04-27,accepted,proposer_emailusr064@gt.educounterparty_emailusr823@gt.eduproposer_item_no470counterparty_item_no6120
471,713,usr064@gt.edu,usr094@gt.edu,2022-04-15,2022-04-19,rejected,proposer_emailusr064@gt.educounterparty_emailusr094@gt.eduproposer_item_no471counterparty_item_no713
471,2670,usr064@gt.edu,usr361@gt.edu,2022-04-20,2022-04-28,accepted,proposer_emailusr064@gt.educounterparty_emailusr361@gt.eduproposer_item_no471counterparty_item_no2670
473,6483,usr065@gt.edu,usr874@gt.edu,2022-04-20,2022-04-21,rejected,proposer_emailusr065@gt.educounterparty_emailusr874@gt.eduproposer_item_no473counterparty_item_no6483
474,1849,usr065@gt.edu,usr247@gt.edu,2022-04-21,2022-04-28,accepted,proposer_emailusr065@gt.educounterparty_emailusr247@gt.eduproposer_item_no474counterparty_item_no1849
476,1197,usr065@gt.edu,usr161@gt.edu,2022-04-19,2022-04-25,rejected,proposer_emailusr065@gt.educounterparty_emailusr161@gt.eduproposer_item_no476counterparty_item_no1197
477,933,usr065@gt.edu,usr125@gt.edu,2022-05-17,2022-05-23,rejected,proposer_emailusr065@gt.educounterparty_emailusr125@gt.eduproposer_item_no477counterparty_item_no933
478,2819,usr065@gt.edu,usr379@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr065@gt.educounterparty_emailusr379@gt.eduproposer_item_no478counterparty_item_no2819
479,5176,usr065@gt.edu,usr699@gt.edu,2022-04-22,2022-05-10,accepted,proposer_emailusr065@gt.educounterparty_emailusr699@gt.eduproposer_item_no479counterparty_item_no5176
480,2257,usr066@gt.edu,usr304@gt.edu,2022-05-03,2022-05-09,accepted,proposer_emailusr066@gt.educounterparty_emailusr304@gt.eduproposer_item_no480counterparty_item_no2257
481,6893,usr066@gt.edu,usr930@gt.edu,2022-05-11,2022-05-16,accepted,proposer_emailusr066@gt.educounterparty_emailusr930@gt.eduproposer_item_no481counterparty_item_no6893
482,7254,usr066@gt.edu,usr979@gt.edu,2022-04-20,2022-05-16,accepted,proposer_emailusr066@gt.educounterparty_emailusr979@gt.eduproposer_item_no482counterparty_item_no7254
484,6385,usr066@gt.edu,usr859@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr066@gt.educounterparty_emailusr859@gt.eduproposer_item_no484counterparty_item_no6385
485,2532,usr066@gt.edu,usr343@gt.edu,2022-04-22,2022-06-02,rejected,proposer_emailusr066@gt.educounterparty_emailusr343@gt.eduproposer_item_no485counterparty_item_no2532
486,7389,usr066@gt.edu,usr995@gt.edu,2022-04-19,2022-05-02,rejected,proposer_emailusr066@gt.educounterparty_emailusr995@gt.eduproposer_item_no486counterparty_item_no7389
