proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id,proposed_date1,accept_reject_date1
256,5903,usr038@gt.edu,usr793@gt.edu,2022-04-28,2022-05-04,accepted,proposer_emailusr038@gt.educounterparty_emailusr793@gt.eduproposer_item_no256counterparty_item_no5903,2022-04-28,2022-05-04
258,6088,usr038@gt.edu,usr818@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr038@gt.educounterparty_emailusr818@gt.eduproposer_item_no258counterparty_item_no6088,2022-06-10,NULL
264,4211,usr038@gt.edu,usr570@gt.edu,2022-04-18,2022-05-09,accepted,proposer_emailusr038@gt.educounterparty_emailusr570@gt.eduproposer_item_no264counterparty_item_no4211,2022-04-18,2022-05-09
265,2792,usr039@gt.edu,usr376@gt.edu,2022-05-25,2022-06-09,rejected,proposer_emailusr039@gt.educounterparty_emailusr376@gt.eduproposer_item_no265counterparty_item_no2792,2022-05-25,2022-06-09
265,6377,usr039@gt.edu,usr858@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr039@gt.educounterparty_emailusr858@gt.eduproposer_item_no265counterparty_item_no6377,2022-06-09,NULL
266,143,usr039@gt.edu,usr021@gt.edu,2022-05-24,2022-05-27,rejected,proposer_emailusr039@gt.educounterparty_emailusr021@gt.eduproposer_item_no266counterparty_item_no143,2022-05-24,2022-05-27
268,4754,usr039@gt.edu,usr643@gt.edu,2022-05-17,2022-05-23,rejected,proposer_emailusr039@gt.educounterparty_emailusr643@gt.eduproposer_item_no268counterparty_item_no4754,2022-05-17,2022-05-23
269,1216,usr039@gt.edu,usr164@gt.edu,2022-05-12,NULL,unaccepted,proposer_emailusr039@gt.educounterparty_emailusr164@gt.eduproposer_item_no269counterparty_item_no1216,2022-05-12,NULL
271,7068,usr039@gt.edu,usr952@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr039@gt.educounterparty_emailusr952@gt.eduproposer_item_no271counterparty_item_no7068,2022-04-22,NULL
272,6659,usr039@gt.edu,usr898@gt.edu,2022-06-07,2022-06-08,accepted,proposer_emailusr039@gt.educounterparty_emailusr898@gt.eduproposer_item_no272counterparty_item_no6659,2022-06-07,2022-06-08
274,4276,usr039@gt.edu,usr578@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr039@gt.educounterparty_emailusr578@gt.eduproposer_item_no274counterparty_item_no4276,2022-05-27,NULL
275,3335,usr040@gt.edu,usr451@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr040@gt.educounterparty_emailusr451@gt.eduproposer_item_no275counterparty_item_no3335,2022-06-08,NULL
277,5848,usr040@gt.edu,usr785@gt.edu,2022-05-17,2022-06-06,rejected,proposer_emailusr040@gt.educounterparty_emailusr785@gt.eduproposer_item_no277counterparty_item_no5848,2022-05-17,2022-06-06
278,1428,usr040@gt.edu,usr193@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr040@gt.educounterparty_emailusr193@gt.eduproposer_item_no278counterparty_item_no1428,2022-05-02,NULL
279,1210,usr040@gt.edu,usr163@gt.edu,2022-04-18,2022-04-20,rejected,proposer_emailusr040@gt.educounterparty_emailusr163@gt.eduproposer_item_no279counterparty_item_no1210,2022-04-18,2022-04-20
280,460,usr040@gt.edu,usr063@gt.edu,2022-04-25,2022-04-28,accepted,proposer_emailusr040@gt.educounterparty_emailusr063@gt.eduproposer_item_no280counterparty_item_no460,2022-04-25,2022-04-28
281,323,usr040@gt.edu,usr046@gt.edu,2022-04-29,2022-05-25,rejected,proposer_emailusr040@gt.educounterparty_emailusr046@gt.eduproposer_item_no281counterparty_item_no323,2022-04-29,2022-05-25
283,53,usr041@gt.edu,usr008@gt.edu,2022-04-19,2022-04-25,rejected,proposer_emailusr041@gt.educounterparty_emailusr008@gt.eduproposer_item_no283counterparty_item_no53,2022-04-19,2022-04-25
284,1644,usr041@gt.edu,usr217@gt.edu,2022-04-18,2022-05-17,rejected,proposer_emailusr041@gt.educounterparty_emailusr217@gt.eduproposer_item_no284counterparty_item_no1644,2022-04-18,2022-05-17
285,2416,usr041@gt.edu,usr326@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr041@gt.educounterparty_emailusr326@gt.eduproposer_item_no285counterparty_item_no2416,2022-04-22,NULL
290,2154,usr042@gt.edu,usr289@gt.edu,2022-04-20,2022-04-29,accepted,proposer_emailusr042@gt.educounterparty_emailusr289@gt.eduproposer_item_no290counterparty_item_no2154,2022-04-20,2022-04-29
291,517,usr042@gt.edu,usr070@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr042@gt.educounterparty_emailusr070@gt.eduproposer_item_no291counterparty_item_no517,2022-06-01,NULL
292,3103,usr042@gt.edu,usr413@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr042@gt.educounterparty_emailusr413@gt.eduproposer_item_no292counterparty_item_no3103,2022-04-15,2022-04-20
295,2158,usr043@gt.edu,usr289@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr043@gt.educounterparty_emailusr289@gt.eduproposer_item_no295counterparty_item_no2158,2022-06-10,NULL
296,5030,usr043@gt.edu,usr679@gt.edu,2022-05-12,2022-06-06,accepted,proposer_emailusr043@gt.educounterparty_emailusr679@gt.eduproposer_item_no296counterparty_item_no5030,2022-05-12,2022-06-06
299,2056,usr043@gt.edu,usr275@gt.edu,2022-04-15,2022-04-29,rejected,proposer_emailusr043@gt.educounterparty_emailusr275@gt.eduproposer_item_no299counterparty_item_no2056,2022-04-15,2022-04-29
301,1664,usr043@gt.edu,usr220@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr043@gt.educounterparty_emailusr220@gt.eduproposer_item_no301counterparty_item_no1664,2022-06-08,NULL
301,3745,usr043@gt.edu,usr508@gt.edu,2022-04-18,2022-05-17,rejected,proposer_emailusr043@gt.educounterparty_emailusr508@gt.eduproposer_item_no301counterparty_item_no3745,2022-04-18,2022-05-17
302,6536,usr044@gt.edu,usr881@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr044@gt.educounterparty_emailusr881@gt.eduproposer_item_no302counterparty_item_no6536,2022-06-08,NULL
304,7202,usr044@gt.edu,usr972@gt.edu,2022-05-20,2022-05-25,accepted,proposer_emailusr044@gt.educounterparty_emailusr972@gt.eduproposer_item_no304counterparty_item_no7202,2022-05-20,2022-05-25
305,5438,usr044@gt.edu,usr734@gt.edu,2022-04-18,2022-05-04,accepted,proposer_emailusr044@gt.educounterparty_emailusr734@gt.eduproposer_item_no305counterparty_item_no5438,2022-04-18,2022-05-04
306,2410,usr044@gt.edu,usr325@gt.edu,2022-05-11,2022-06-13,rejected,proposer_emailusr044@gt.educounterparty_emailusr325@gt.eduproposer_item_no306counterparty_item_no2410,2022-05-11,2022-06-13
307,147,usr044@gt.edu,usr021@gt.edu,2022-05-04,2022-05-23,accepted,proposer_emailusr044@gt.educounterparty_emailusr021@gt.eduproposer_item_no307counterparty_item_no147,2022-05-04,2022-05-23
308,651,usr044@gt.edu,usr088@gt.edu,2022-05-18,2022-06-08,accepted,proposer_emailusr044@gt.educounterparty_emailusr088@gt.eduproposer_item_no308counterparty_item_no651,2022-05-18,2022-06-08
309,1009,usr044@gt.edu,usr136@gt.edu,2022-04-20,2022-05-04,rejected,proposer_emailusr044@gt.educounterparty_emailusr136@gt.eduproposer_item_no309counterparty_item_no1009,2022-04-20,2022-05-04
309,5406,usr044@gt.edu,usr730@gt.edu,2022-05-10,2022-05-19,accepted,proposer_emailusr044@gt.educounterparty_emailusr730@gt.eduproposer_item_no309counterparty_item_no5406,2022-05-10,2022-05-19
311,2449,usr045@gt.edu,usr331@gt.edu,2022-04-18,2022-06-01,accepted,proposer_emailusr045@gt.educounterparty_emailusr331@gt.eduproposer_item_no311counterparty_item_no2449,2022-04-18,2022-06-01
312,6689,usr045@gt.edu,usr901@gt.edu,2022-05-27,2022-06-02,rejected,proposer_emailusr045@gt.educounterparty_emailusr901@gt.eduproposer_item_no312counterparty_item_no6689,2022-05-27,2022-06-02
313,3019,usr045@gt.edu,usr403@gt.edu,2022-06-03,2022-06-08,rejected,proposer_emailusr045@gt.educounterparty_emailusr403@gt.eduproposer_item_no313counterparty_item_no3019,2022-06-03,2022-06-08
314,88,usr045@gt.edu,usr012@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr045@gt.educounterparty_emailusr012@gt.eduproposer_item_no314counterparty_item_no88,2022-04-19,2022-04-21
317,6737,usr045@gt.edu,usr907@gt.edu,2022-04-15,2022-04-25,accepted,proposer_emailusr045@gt.educounterparty_emailusr907@gt.eduproposer_item_no317counterparty_item_no6737,2022-04-15,2022-04-25
319,6126,usr046@gt.edu,usr823@gt.edu,2022-04-25,NULL,unaccepted,proposer_emailusr046@gt.educounterparty_emailusr823@gt.eduproposer_item_no319counterparty_item_no6126,2022-04-25,NULL
320,6921,usr046@gt.edu,usr934@gt.edu,2022-04-26,2022-05-02,rejected,proposer_emailusr046@gt.educounterparty_emailusr934@gt.eduproposer_item_no320counterparty_item_no6921,2022-04-26,2022-05-02
322,2745,usr046@gt.edu,usr370@gt.edu,2022-04-21,2022-04-26,rejected,proposer_emailusr046@gt.educounterparty_emailusr370@gt.eduproposer_item_no322counterparty_item_no2745,2022-04-21,2022-04-26
328,6822,usr047@gt.edu,usr922@gt.edu,2022-04-22,2022-04-25,accepted,proposer_emailusr047@gt.educounterparty_emailusr922@gt.eduproposer_item_no328counterparty_item_no6822,2022-04-22,2022-04-25
329,924,usr047@gt.edu,usr123@gt.edu,2022-05-18,2022-05-25,rejected,proposer_emailusr047@gt.educounterparty_emailusr123@gt.eduproposer_item_no329counterparty_item_no924,2022-05-18,2022-05-25
330,5640,usr047@gt.edu,usr758@gt.edu,2022-05-05,2022-06-10,accepted,proposer_emailusr047@gt.educounterparty_emailusr758@gt.eduproposer_item_no330counterparty_item_no5640,2022-05-05,2022-06-10
331,3886,usr047@gt.edu,usr524@gt.edu,2022-05-03,2022-05-09,rejected,proposer_emailusr047@gt.educounterparty_emailusr524@gt.eduproposer_item_no331counterparty_item_no3886,2022-05-03,2022-05-09
331,4100,usr047@gt.edu,usr554@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr047@gt.educounterparty_emailusr554@gt.eduproposer_item_no331counterparty_item_no4100,2022-04-15,2022-04-27
335,1538,usr048@gt.edu,usr205@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr048@gt.educounterparty_emailusr205@gt.eduproposer_item_no335counterparty_item_no1538,2022-04-15,2022-05-04
336,7050,usr048@gt.edu,usr949@gt.edu,2022-04-21,2022-05-24,rejected,proposer_emailusr048@gt.educounterparty_emailusr949@gt.eduproposer_item_no336counterparty_item_no7050,2022-04-21,2022-05-24
337,4182,usr048@gt.edu,usr565@gt.edu,2022-04-28,2022-04-29,accepted,proposer_emailusr048@gt.educounterparty_emailusr565@gt.eduproposer_item_no337counterparty_item_no4182,2022-04-28,2022-04-29
338,4650,usr048@gt.edu,usr629@gt.edu,2022-05-02,2022-05-23,rejected,proposer_emailusr048@gt.educounterparty_emailusr629@gt.eduproposer_item_no338counterparty_item_no4650,2022-05-02,2022-05-23
338,5874,usr048@gt.edu,usr790@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr048@gt.educounterparty_emailusr790@gt.eduproposer_item_no338counterparty_item_no5874,2022-05-23,NULL
339,4822,usr048@gt.edu,usr651@gt.edu,2022-04-25,2022-05-04,rejected,proposer_emailusr048@gt.educounterparty_emailusr651@gt.eduproposer_item_no339counterparty_item_no4822,2022-04-25,2022-05-04
342,3496,usr049@gt.edu,usr474@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr049@gt.educounterparty_emailusr474@gt.eduproposer_item_no342counterparty_item_no3496,2022-04-15,2022-04-27
342,7325,usr049@gt.edu,usr987@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr049@gt.educounterparty_emailusr987@gt.eduproposer_item_no342counterparty_item_no7325,2022-06-02,NULL
343,2058,usr049@gt.edu,usr275@gt.edu,2022-04-25,2022-04-28,accepted,proposer_emailusr049@gt.educounterparty_emailusr275@gt.eduproposer_item_no343counterparty_item_no2058,2022-04-25,2022-04-28
346,961,usr049@gt.edu,usr129@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr049@gt.educounterparty_emailusr129@gt.eduproposer_item_no346counterparty_item_no961,2022-06-01,NULL
349,2149,usr049@gt.edu,usr288@gt.edu,2022-05-03,2022-05-31,accepted,proposer_emailusr049@gt.educounterparty_emailusr288@gt.eduproposer_item_no349counterparty_item_no2149,2022-05-03,2022-05-31
350,5742,usr049@gt.edu,usr772@gt.edu,2022-04-22,2022-05-13,accepted,proposer_emailusr049@gt.educounterparty_emailusr772@gt.eduproposer_item_no350counterparty_item_no5742,2022-04-22,2022-05-13
351,5064,usr049@gt.edu,usr682@gt.edu,2022-05-06,2022-06-03,rejected,proposer_emailusr049@gt.educounterparty_emailusr682@gt.eduproposer_item_no351counterparty_item_no5064,2022-05-06,2022-06-03
355,6884,usr050@gt.edu,usr929@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr050@gt.educounterparty_emailusr929@gt.eduproposer_item_no355counterparty_item_no6884,2022-05-27,NULL
356,6855,usr050@gt.edu,usr926@gt.edu,2022-04-27,2022-06-10,accepted,proposer_emailusr050@gt.educounterparty_emailusr926@gt.eduproposer_item_no356counterparty_item_no6855,2022-04-27,2022-06-10
357,3976,usr050@gt.edu,usr535@gt.edu,2022-04-18,2022-05-03,rejected,proposer_emailusr050@gt.educounterparty_emailusr535@gt.eduproposer_item_no357counterparty_item_no3976,2022-04-18,2022-05-03
358,4921,usr050@gt.edu,usr665@gt.edu,2022-05-19,2022-05-24,rejected,proposer_emailusr050@gt.educounterparty_emailusr665@gt.eduproposer_item_no358counterparty_item_no4921,2022-05-19,2022-05-24
359,1903,usr050@gt.edu,usr255@gt.edu,2022-05-02,2022-05-05,accepted,proposer_emailusr050@gt.educounterparty_emailusr255@gt.eduproposer_item_no359counterparty_item_no1903,2022-05-02,2022-05-05
361,1227,usr051@gt.edu,usr165@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr165@gt.eduproposer_item_no361counterparty_item_no1227,2022-06-07,NULL
363,6598,usr051@gt.edu,usr889@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr889@gt.eduproposer_item_no363counterparty_item_no6598,2022-05-30,NULL
365,5024,usr051@gt.edu,usr678@gt.edu,2022-04-20,NULL,unaccepted,proposer_emailusr051@gt.educounterparty_emailusr678@gt.eduproposer_item_no365counterparty_item_no5024,2022-04-20,NULL
366,5177,usr051@gt.edu,usr699@gt.edu,2022-04-19,2022-04-29,accepted,proposer_emailusr051@gt.educounterparty_emailusr699@gt.eduproposer_item_no366counterparty_item_no5177,2022-04-19,2022-04-29
368,2491,usr052@gt.edu,usr337@gt.edu,2022-05-09,2022-05-17,rejected,proposer_emailusr052@gt.educounterparty_emailusr337@gt.eduproposer_item_no368counterparty_item_no2491,2022-05-09,2022-05-17
368,2656,usr052@gt.edu,usr359@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr052@gt.educounterparty_emailusr359@gt.eduproposer_item_no368counterparty_item_no2656,2022-06-06,NULL
370,5413,usr052@gt.edu,usr731@gt.edu,2022-05-16,2022-05-18,accepted,proposer_emailusr052@gt.educounterparty_emailusr731@gt.eduproposer_item_no370counterparty_item_no5413,2022-05-16,2022-05-18
372,6954,usr052@gt.edu,usr938@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr052@gt.educounterparty_emailusr938@gt.eduproposer_item_no372counterparty_item_no6954,2022-04-15,NULL
373,2704,usr052@gt.edu,usr364@gt.edu,2022-04-28,2022-05-27,rejected,proposer_emailusr052@gt.educounterparty_emailusr364@gt.eduproposer_item_no373counterparty_item_no2704,2022-04-28,2022-05-27
376,6587,usr052@gt.edu,usr887@gt.edu,2022-05-06,2022-05-16,rejected,proposer_emailusr052@gt.educounterparty_emailusr887@gt.eduproposer_item_no376counterparty_item_no6587,2022-05-06,2022-05-16
379,4336,usr053@gt.edu,usr586@gt.edu,2022-04-25,2022-05-10,accepted,proposer_emailusr053@gt.educounterparty_emailusr586@gt.eduproposer_item_no379counterparty_item_no4336,2022-04-25,2022-05-10
380,4299,usr053@gt.edu,usr581@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr053@gt.educounterparty_emailusr581@gt.eduproposer_item_no380counterparty_item_no4299,2022-04-15,2022-04-28
381,7385,usr053@gt.edu,usr995@gt.edu,2022-04-21,2022-05-30,accepted,proposer_emailusr053@gt.educounterparty_emailusr995@gt.eduproposer_item_no381counterparty_item_no7385,2022-04-21,2022-05-30
384,6289,usr053@gt.edu,usr845@gt.edu,2022-05-02,2022-05-13,accepted,proposer_emailusr053@gt.educounterparty_emailusr845@gt.eduproposer_item_no384counterparty_item_no6289,2022-05-02,2022-05-13
388,909,usr054@gt.edu,usr120@gt.edu,2022-06-06,2022-06-10,accepted,proposer_emailusr054@gt.educounterparty_emailusr120@gt.eduproposer_item_no388counterparty_item_no909,2022-06-06,2022-06-10
393,7114,usr054@gt.edu,usr959@gt.edu,2022-04-18,2022-04-19,accepted,proposer_emailusr054@gt.educounterparty_emailusr959@gt.eduproposer_item_no393counterparty_item_no7114,2022-04-18,2022-04-19
396,5289,usr055@gt.edu,usr714@gt.edu,2022-04-18,2022-06-01,rejected,proposer_emailusr055@gt.educounterparty_emailusr714@gt.eduproposer_item_no396counterparty_item_no5289,2022-04-18,2022-06-01
398,5786,usr055@gt.edu,usr777@gt.edu,2022-05-02,2022-05-10,rejected,proposer_emailusr055@gt.educounterparty_emailusr777@gt.eduproposer_item_no398counterparty_item_no5786,2022-05-02,2022-05-10
399,251,usr055@gt.edu,usr037@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr055@gt.educounterparty_emailusr037@gt.eduproposer_item_no399counterparty_item_no251,2022-04-27,NULL
401,4073,usr055@gt.edu,usr550@gt.edu,2022-05-24,2022-06-02,accepted,proposer_emailusr055@gt.educounterparty_emailusr550@gt.eduproposer_item_no401counterparty_item_no4073,2022-05-24,2022-06-02
401,5537,usr055@gt.edu,usr745@gt.edu,2022-04-20,2022-05-09,rejected,proposer_emailusr055@gt.educounterparty_emailusr745@gt.eduproposer_item_no401counterparty_item_no5537,2022-04-20,2022-05-09
406,2907,usr056@gt.edu,usr389@gt.edu,2022-05-02,2022-05-26,accepted,proposer_emailusr056@gt.educounterparty_emailusr389@gt.eduproposer_item_no406counterparty_item_no2907,2022-05-02,2022-05-26
409,2296,usr056@gt.edu,usr311@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr056@gt.educounterparty_emailusr311@gt.eduproposer_item_no409counterparty_item_no2296,2022-06-03,NULL
410,6351,usr056@gt.edu,usr854@gt.edu,2022-04-27,2022-04-29,accepted,proposer_emailusr056@gt.educounterparty_emailusr854@gt.eduproposer_item_no410counterparty_item_no6351,2022-04-27,2022-04-29
411,2610,usr056@gt.edu,usr354@gt.edu,2022-04-21,2022-04-22,accepted,proposer_emailusr056@gt.educounterparty_emailusr354@gt.eduproposer_item_no411counterparty_item_no2610,2022-04-21,2022-04-22
414,3838,usr057@gt.edu,usr518@gt.edu,2022-05-02,2022-05-16,accepted,proposer_emailusr057@gt.educounterparty_emailusr518@gt.eduproposer_item_no414counterparty_item_no3838,2022-05-02,2022-05-16
415,190,usr057@gt.edu,usr028@gt.edu,2022-04-18,2022-05-25,rejected,proposer_emailusr057@gt.educounterparty_emailusr028@gt.eduproposer_item_no415counterparty_item_no190,2022-04-18,2022-05-25
418,5237,usr057@gt.edu,usr708@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr057@gt.educounterparty_emailusr708@gt.eduproposer_item_no418counterparty_item_no5237,2022-04-26,2022-04-29
419,4982,usr057@gt.edu,usr673@gt.edu,2022-05-05,2022-05-13,accepted,proposer_emailusr057@gt.educounterparty_emailusr673@gt.eduproposer_item_no419counterparty_item_no4982,2022-05-05,2022-05-13
420,2237,usr057@gt.edu,usr301@gt.edu,2022-04-15,2022-04-20,rejected,proposer_emailusr057@gt.educounterparty_emailusr301@gt.eduproposer_item_no420counterparty_item_no2237,2022-04-15,2022-04-20
426,100,usr058@gt.edu,usr014@gt.edu,2022-04-18,2022-04-21,rejected,proposer_emailusr058@gt.educounterparty_emailusr014@gt.eduproposer_item_no426counterparty_item_no100,2022-04-18,2022-04-21
426,1377,usr058@gt.edu,usr186@gt.edu,2022-04-28,2022-05-04,rejected,proposer_emailusr058@gt.educounterparty_emailusr186@gt.eduproposer_item_no426counterparty_item_no1377,2022-04-28,2022-05-04
426,5335,usr058@gt.edu,usr721@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr058@gt.educounterparty_emailusr721@gt.eduproposer_item_no426counterparty_item_no5335,2022-06-10,NULL
427,2890,usr058@gt.edu,usr387@gt.edu,2022-04-19,2022-05-25,rejected,proposer_emailusr058@gt.educounterparty_emailusr387@gt.eduproposer_item_no427counterparty_item_no2890,2022-04-19,2022-05-25
427,7098,usr058@gt.edu,usr956@gt.edu,2022-05-27,2022-05-31,accepted,proposer_emailusr058@gt.educounterparty_emailusr956@gt.eduproposer_item_no427counterparty_item_no7098,2022-05-27,2022-05-31
428,2772,usr059@gt.edu,usr372@gt.edu,2022-05-30,2022-06-13,rejected,proposer_emailusr059@gt.educounterparty_emailusr372@gt.eduproposer_item_no428counterparty_item_no2772,2022-05-30,2022-06-13
430,3556,usr059@gt.edu,usr482@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr059@gt.educounterparty_emailusr482@gt.eduproposer_item_no430counterparty_item_no3556,2022-04-26,2022-04-29
436,5933,usr059@gt.edu,usr797@gt.edu,2022-04-25,2022-05-25,accepted,proposer_emailusr059@gt.educounterparty_emailusr797@gt.eduproposer_item_no436counterparty_item_no5933,2022-04-25,2022-05-25
440,4144,usr060@gt.edu,usr560@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr060@gt.educounterparty_emailusr560@gt.eduproposer_item_no440counterparty_item_no4144,2022-06-10,NULL
